tag,ratings 
U.S.S. Coral Sea,3.0
U.S.S. Carl Vinscon (CVN-70),3.0
U.S.S. Blueback,3.0
U.S.S. Abraham Lincoln (CVN 72),2.8333333333333335
U.S. version,2.5
U.S. Navy submarine,4.5
U.S. Army,3.0714285714285716
U.N.,3.0
U-boat,3.272727272727273
Téa Leoni does not star in this movie,3.8
Téa Leoni,1.0
TÃƒÂ©a Leoni,4.333333333333333
TÃ©a Leoni was not the gaffer on this movie,4.5
TÃ©a Leoni does not star in this movie,4.5
TÃ©a Leoni,3.34375
Tyrone Power,3.8333333333333335
Tyron Montgomery,4.5
Tyrese Gibson,3.875
Tyranny vs. digniity of individual. Personofies debauched nature of tyrants.,5.0
Tyra Banks,4.5
Typical,4.0
Tymon Tymanski,4.5
TylsÃ¤,2.5
Tyler Posey II,2.5
Tyler Perry,3.375
Tyler Measom,5.0
Tyler Labine,2.5
Tyler Hoechlin,3.0
Tyler Gillett,3.0
Tye Sheridan,3.0
Ty Burrell,4.0
Two-color Technicolor sequence,2.8333333333333335
Two-color Technicolor,3.6875
Two great actors on screen for two hours!,5.0
Two great actors,0.5
Two Colors: Black and Red,4.0
Twitter,4.125
Twists,3.0
Twisted Ending,3.2
Twist ending,3.588235294117647
Twist Ending,3.4074074074074074
Twist,2.75
Twink Caplan,3.0
Twentieth Century-Fox,4.0
Twenties,4.0
Tuvan throat singing,3.0
Tuula Nyman,2.5
Tutto quello che avreste voluto sapere sul sesso ma non avete mai osato chiedere,2.0
Tutsis,2.5
Tuscany,3.3333333333333335
Turnabout,2.0
Turku,2.5
Turkmenistan,3.0
Turkish,4.5
Turkey,3.5833333333333335
Turin,4.0
Turhan Bey,4.0
Turbo-tastic!,3.5
Tura Satana,3.25
Tupac Shakur,4.0
Tunisia,3.5
Tung-Shing Yee,2.75
Tumey's VHS,3.3518518518518516
Tumey's To See Again,2.7142857142857144
Tumey's DVDs,3.572093023255814
Tuesday Weld,4.166666666666667
Tudor Giurgiu,3.5
Tucson AZ,4.0
Tuareg,4.5
Tsunami,3.0
Tsukiji,3.0
Try not to mistake this for an episode of Alias,4.5
Truth behind Iraq War,4.5
Truth,3.5
Truman Capote,3.375
Truly awful adaptation,4.0
True to the book,2.8333333333333335
True to book,2.5
True to Book,4.0
True story,4.0
True Story +Fiction,3.0
True Story,3.3461538461538463
Tru-Stereo,4.0
Tru 3-D,3.875
Troy Miller,3.5
Troy Duffy,4.25
Troy,3.0
Trope Heavy,4.0
Tromaesque,5.0
Troma pictures,4.1
Troma,2.8529411764705883
Troll 2,3.1666666666666665
Triumph,4.0
Tristán Ulloa,4.0
Tristan Rogers,4.0
Trippy,3.7142857142857144
Triplets,3.0
Triple sword,4.5
Trini Alvarado,5.0
Trilogy of the Imagination,3.75
Trilogy,3.8333333333333335
Trieste Kelly Dunn,4.5
Trieste,4.0
"Tribe dialogue ""He's f**ked!"" Incredulous",3.5
Trial,2.1666666666666665
Triads,4.0
Triad,3.0
Trey Parker,3.6724137931034484
Trevor Nunn,4.25
Trevor Moore,3.5
Trevor Martin,3.25
Trevor Jones,5.0
Trevor Howard,3.5625
Trevor Fehrman,4.0
Treva Wurmfeld,3.0
Trent Reznor,4.0
Trent Harris,2.6666666666666665
Trench Warfare,3.75
Trekkie,3.75
Trek,3.0
Treehouse,3.0
Treat Williams,3.5
Treasure of the Four Crowns,2.0
Treason,3.875
Travis Fine,4.5
Trash,3.5
Transylvania,2.1
Transitions,3.0
Transition from killer to protector,3.5
Transgendered,3.7
Transformers soundrack,3.0
Transformation,3.625
Transcends action thriller genre,4.0
Tralfamadore,3.75
Trainspotting minus the good parts,4.0
Training,1.5
Train,3.4166666666666665
Trailer was misleading,3.0
Tragic,3.3333333333333335
Tragedy,3.4671052631578947
Tradition!,2.6666666666666665
Tracy Ullman,5.0
Tracy Reed,4.0
Tracy Morgan,3.5
Tracy Letts,4.5
Tracy,5.0
Tracie Thoms,2.0
Traci Lords,3.0
Tracey Ullman,3.75
Toyoo Ashida,2.0
Toyboy,1.0
Tourettes,4.5
Tourette syndrome,2.625
Tour de France,3.9166666666666665
Tough to watch,3.875
Touchstone,4.5
Touching story of friendship,4.0
Touching,4.055555555555555
Totoro,3.8333333333333335
Toto,3.5
Totalitarianism,3.0
Total and obvious CGI,2.0
Toshiyuki Kubooka,2.0
Toshiya Fujita,3.0
Toshirô Mifune,3.324324324324324
ToshirÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â´ Mifune,5.0
ToshirÃƒÂƒÃ‚Â´ Mifune,4.5
ToshirÃƒÂ´ Mifune,3.75
ToshirÃ´ Mifune,3.9583333333333335
Toshiro Mifune,3.640625
Toshio is SOOOO cute!,4.5
Toshio Suzuki,3.5
Toshio Masuda,4.0
Toshio Lee,2.0
Toshiaki Toyoda,3.0
Toshiaki Karasawa,4.0
Torture,3.2222222222222223
Torrente,3.75
Toronto Film Festival Winner 2005,5.0
Toronto Film Festival Winner 1997,3.0
Toronto Film Festival Winner 1995,2.0
Toronto Film Festival Winner 1994,3.0
Toronto Film Festival Winner 1985,4.5
Toronto Film Festival Winner 1980,3.5
Toronto Film Festival Winner,2.9285714285714284
Toronto,3.0
Tornadoes,2.25
Tornado,3.0
Tor Johnson,4.0
Topiary,2.25
Topher Grace is the worst actor ever,3.5
Topher Grace,2.375
Top Gun 2,4.0
Top 5 best movies ever!,3.0
Top 100,5.0
Top 10 ever,3.5555555555555554
Top 10 Movies,3.0
Toothless,5.0
Toomas Hussar,3.5
Too slow,4.0
Too similar to The Hangover,4.5
Too predictable,4.833333333333333
Too old. showing its age,3.5
Too obvious that Robin Wright Penn was attracted to Paul Newman and not Kevin Costner.,2.5
Too much talking,5.0
Too much slow motion!,3.75
Too much singing,3.0
Too much comic relief,3.5
Too many deaths,3.0
Too many cliches,3.0
Too long,3.230769230769231
Too intense,5.0
Too funny!!,4.5
Too french,3.0
Too fast,3.5
"Too far from the real thing. And the ""Darcy"" is nauseating.",4.0
Too Much CGI,2.5
Too Long!,3.8125
Too Long,3.25
Too Hollywood,3.625
Too 80s,1.75
Tony Vitale,4.0
Tony To,1.5
Tony Stark,3.0
Tony Shalub,4.0
Tony Shalhoub,3.0
Tony Shaff,2.5
Tony Scott,3.3421052631578947
Tony Richardson,2.8181818181818183
Tony Randall,3.0
Tony Oliver,2.0
Tony Mitchell,5.0
Tony McNamara,4.0
Tony Leung Ka-Fei,4.0
Tony Leung Chiu Wai,4.0
Tony Leung,3.0833333333333335
Tony Leech,4.0
Tony Kaye,4.125
Tony Jaa,3.1
Tony Hawk,3.0
Tony Goldwyn,3.875
Tony Gilroy,3.6
Tony Giglio,5.0
Tony Gatlif,2.875
Tony Danza,4.5
Tony Curtis,3.3333333333333335
Tony Cervone,4.5
Tony Burton,3.1
Tony Bui,4.0
Tony Bill,5.0
Tony Bancroft,4.25
Tony Awards,4.0
Tonino Valerii,3.0
Toni Servillo,4.4
Toni Collette,3.4166666666666665
Toni Collete,3.5
Tongue in cheek,4.5
Tone Loc,1.75
Tomás Gutiérrez Alea,3.0
Tomu Uchida,4.0
Tomoyuki Takimoto,5.0
Tomomi Mochizuki,4.0
Tomokazu Tokoro,3.0
Tommy Wiseau,4.214285714285714
Tommy Walker,3.0
Tommy O'Haver,3.0
Tommy Morrison,2.5
Tommy Lee Wallace,3.25
Tommy Lee Jones,3.5859872611464967
Tommy Gun,4.0
Tommy Chong,3.0
Tommy Avallone,1.0
Tommi Korpela,2.0
Tomm Moore,3.25
Tomek Baginski,3.0
Tomas Milian,3.0
Tomas Gutiérrez Alea,2.5
Tomas Alfredson,3.0833333333333335
Tom cruise,4.0
Tom Wilkinson,3.4166666666666665
Tom Waits,3.683333333333333
Tom Vaughan,2.5
Tom Tykwer,3.75
Tom Thurman,3.5
Tom Sturridge,4.0
Tom Stoppard,3.5
Tom Stern,5.0
Tom Skerritt,3.3333333333333335
Tom Sizemore,2.0
Tom Shankland,3.5
Tom Shadyac,4.035714285714286
Tom Selleck,3.138888888888889
Tom Schulman,5.0
Tom Schilling,3.375
Tom Savini,2.875
Tom Ropelewski,4.0
Tom Ripley,2.5
Tom Putnam,3.0
Tom Petty,3.5
Tom Peosay,3.0
Tom Noonan,2.5
Tom Moore,2.5
Tom McNamara,4.0
Tom McLoughlin,3.75
Tom McGrath,2.7857142857142856
Tom McGowan,3.5
Tom Mankiewicz,4.25
Tom Lin,4.0
Tom Kenny,3.5
Tom Jones,4.5
Tom Hulce,4.5
Tom Hughes,3.0
Tom Hooper,3.4444444444444446
Tom Hollander,3.5
Tom Holland,3.3333333333333335
Tom Hiddleston,3.103448275862069
Tom Hardy,3.5256410256410255
Tom Hanks. humorous,3.0
Tom Hanks gay,2.0
Tom Hanks,3.48381601362862
Tom Gustafson,3.5
Tom Gries,2.8333333333333335
Tom Green,2.75
Tom Gilroy,1.5
Tom Ford,3.6666666666666665
Tom Felton,3.2142857142857144
Tom Drake,3.0
Tom Donahue,4.0
Tom DiCillo,4.25
Tom Dey,2.3333333333333335
Tom DeCerchio,4.5
Tom Cruise's best work,3.0
Tom Cruise cameo,2.5
Tom Cruise = asshole,5.0
Tom Cruise,3.5120772946859904
Tom Courtenay,4.0
Tom Conway,3.25
Tom Conti,3.0
Tom Clegg,4.125
Tom Clancy,3.685185185185185
Tom Burlinson,3.0
Tom Bower,5.0
Tom Berninger,3.0
Tom Berenger,3.4285714285714284
Tom Baker was in it,3.5
Tom Atkins,3.0
Tom Arnold,2.9
Tom Araya,3.0
Tom,4.0
Tolstoy,3.5
Tolkien,3.4746835443037973
Tolkein,3.4285714285714284
Tolga Örnek,1.5
Tokyo,3.6491228070175437
Tokuzô Tanaka,2.8333333333333335
Tokusatsu Kaiju,4.5
Toilet Monster,3.5
Toho Company Ltd.,4.5
Toho,3.5
Toga Party,4.5
Todd-AO,3.5
Todd Strauss-Schulson,5.0
Todd Solondz,3.8333333333333335
Todd Phillips,3.2916666666666665
Todd McCarthy,4.0
Todd Louiso,4.0
Todd Kessler,5.0
Todd Haynes,3.8125
Todd Field,3.7
Todd Edwards,4.0
Todd Carthy,4.0
Todd Ahlberg,3.0
Today,4.0
Tod Browning,3.5
Toby Wilkins,0.5
Toby Shelton,3.0
Toby Regbo,3.75
Toby Maquire,3.75
Toby Jones,4.0
Tobias Lindholm,4.75
Tobey Maguire,3.453125
Tobey MacGuire,4.0
Tobe Hooper,3.6666666666666665
Tobacco Industry,0.5
Toa Fraser,2.0
ToSee,4.333333333333333
To see with Rachel,3.0
To Watch Soon,3.0
To Watch,4.0
To See with Rachel,2.1818181818181817
To See,3.5211864406779663
To Be Continued,2.6538461538461537
To  See,4.0
Tizza Covi,3.0
Tits,2.875
Titanosaurus,4.0
Titanic,3.5
Tired of Tom,3.0
Tippy Walker,3.0
Tippi Hedren,3.5833333333333335
Tipical fun movie,3.0
"Tiny ""Zeus"" Lister",4.0
Tinker Bell,3.5
Tina Turner,4.0
Tina Majorino,4.5
Tina Fey,3.4404761904761907
Timur Bekmambetov,3.0
Timothy Wheeler,4.0
Timothy Spall,3.6666666666666665
Timothy Reckart,5.0
Timothy Olyphant,3.3518518518518516
Timothy Hutton,4.0
Timothy Daly,2.5
Timothy Dalton,3.793103448275862
Timothy Busfield,3.5
Timothy A. Chey,4.0
Timelines,5.0
Time travelling incest yandere,3.0
Time travel,3.5714285714285716
Time paradox,3.8333333333333335
Time Travel,3.4583333333333335
Time Paradox,2.75
Time Currency Concept,4.5
Tim burton and Johnny Depp,4.0
Tim Wolochatiuk,4.0
Tim Whelan,4.0
Tim Story,3.0
Tim Roth,3.4918032786885247
Tim Robbins,3.590909090909091
Tim Reid,3.0
Tim Meadows,3.1666666666666665
Tim McInnerny,4.0
Tim McGraw,3.125
Tim McCanlies,3.0
Tim Matheson,4.0
Tim Kazurinsky,4.25
Tim Johnson,3.75
Tim Hunter,3.75
Tim Holt,3.5
Tim Hill,3.0
Tim Hetherington,5.0
Tim Heidecker,4.5
Tim Fywell,3.3333333333333335
Tim Frywell,4.5
Tim Curry,3.6447368421052633
Tim Conway,5.0
Tim Coleman,5.0
Tim Burton Hits Another One Out Of The Cemetery,5.0
Tim Burton,3.3882618510158014
Tim Blake Nelson,3.625
Tim Allen as a hitman,4.5
Tim Allen,3.6375
Tilman Remme,3.0
Tillotama Shome,5.0
Till Schauder,4.0
Tilda Swinton,3.479591836734694
Tilda Swin,4.0
Til Schweiger,3.3529411764705883
Tiger Hu Chen,3.5
Tiger,3.75
Tiffany Freisberg,3.0
Tiffany Dupont,1.0
Tierhorror,5.0
Tied,2.75
Tibor Takács,3.0
Tibor Hernádi,2.0
Tibet,3.111111111111111
Tianjin,5.0
Tiananmen Square,4.0
Tiana,4.0
Tian-Ming Wu,3.0
Tia Lessin,2.0
Tia Carrere,3.375
Ti West,3.0
Thymaya Payne,5.0
Thure Lindhardt,3.0
Throwing physics away,3.0
Thrilling,4.333333333333333
Thriller,3.596774193548387
Thrill-less,5.0
Three Colours trilogy,2.875
Three Colors trilogy,3.727272727272727
Threatening Villain,2.0
Though provoking,2.8333333333333335
Thorold Dickinson,3.0
Thoreau,3.75
Thorbjørn Christoffersen,3.0
Thora Birch,3.5384615384615383
Thor Heyerdahl,3.5
Thor,3.9285714285714284
Thomas the Tank Engine,4.75
Thomas Vinterberg,4.05
Thomas Turgoose,5.0
Thomas Szabo,4.0
Thomas Schlamme,3.5
Thomas Sangster,4.0
Thomas Riedelsheimer,2.5
Thomas Pynchon,3.8333333333333335
Thomas Michael Donnelly,4.0
Thomas McCarthy,2.625
Thomas Lennon,4.0
Thomas Langmann,4.0
Thomas Kretschmann,3.25
Thomas Jane,3.7
Thomas Jahn,3.0
Thomas J. Wright,3.0
Thomas Ian Nicholas,3.5
Thomas Harris,4.0
Thomas Hardy,3.75
Thomas Haden Church,4.5
Thomas Guard,3.0
Thomas F. Wilson,2.0
Thomas Carter,3.625
Thomas Bezucha,3.0
Thomas Balmès,1.0
Thomas Balmes,5.0
Thom Yorke,5.0
Thom Fitzgerald,4.0
Thom Eberhardt,2.5
This one is real funny. It is also nice. But seems to have a factory finish to it.,3.0
This movie will induce vomitting,4.5
This movie speaks about the beginning of the AIDS crisis,2.5
"This movie should have been called ""How Cocaine Ruined Disney""",3.5
This movie is perfect,4.5
This movie is one of the best movies of all time.  EVERYONE should watch this movie. It is perfect.,1.0
This is the wierdest movie I ever liked,3.0
This is my happy face,3.5
This is my absolute favourite movie ever.,3.0
This is interesting movie with culture and some mental specific colour,3.25
This is funny,4.0
This is a fun family movie. If you like victorian style British novels,4.0
This is a bloody movie. Yet I would call it a family movie.,3.0
This classic film addresses two current issues PTSD and Mental Health,3.5
This Would Have Been Funnier If It Was A Horror Film,4.0
Thirty Years' War,1.0
Third Reich,3.75
Third Act,4.0
Thierry Lhermitte,3.3
Thierry Guetta,4.5625
Thief and Cop,3.0
They screwed up The Mandarin,5.0
They don't even go to Mars!,4.5
They based all actor's accents on Colin Farrel's accent,4.5
They Might Be Giants,3.0
They Made This Already And It Was Titled: Football Factory It's Way Better Than This Re-Hash,4.25
They Forgot to Mention that Fisher is an Insane Nazi,3.25
Theresienstadt,4.5
There were several remakes,4.0
There is nothing good in this film,3.75
Therapy,4.0
Theodoros Angelopoulos,3.6666666666666665
Theodore Roosevelt,1.0
Theodore Melfi,4.0
Theodore J. Flicker,4.0
Theo James,5.0
Themes,4.5
Theme: The Entertainer,5.0
Theme song was a bit too childish.,4.0
Theme Song,3.0
Theme,2.0
Thelma Schoonmaker,4.5
Thelma Ritter,3.3
Thekla Reuten,4.0
Theft,1.5
Theatre,3.5
Theater,3.5125
Thea Sharrock,3.5
The villain from Karate Kid at the bar,3.5
"The three ""imagination"" sequences they had when they were stoned ruined the movie.",5.0
The thought of an unlimited shopping spree for toys made up for everything else.,4.0
The third part of the best movie ever!!!!,3.5
The suspense and round characters and amazing acting and the interesting plot line,4.0
The story,3.5
The sound design,3.5
The snake,5.0
The setting,4.0
The sets,2.0
The second part of the best fucking movies ever!!!!,4.0
The rest of the movie,4.5
The remake is better,3.0
The police had awful tactics,4.333333333333333
The plot,4.0
The original is soooo much better than the later version. Tells you what it is like to feel good.,5.0
The never ending weird movie,4.0
The musical aspect,3.25
The most romantic,3.2
The most clever dirty movie ever made.,2.0
The line,4.0
The greatest Zombie saga continues!!!,3.0
The greatest,1.0
The flow,3.0
The first rule of MovieLens is we don't talk about Fight Club,4.0
The film about the highschool guy who gets everything his own way,3.0
The fall of the Berlin wall,3.5454545454545454
The fact that Isolde betrayed a man as honourable as Lord Marke. I can't stand people who have affairs.,2.5
The fact that Ellen Page died.,5.0
The ensemble of previous Anderson movies coming together in a whoole new beautiful world,4.0
The ending/It's really corny!,3.0
The ending,3.5
The end of the solitude,3.0833333333333335
The drama is good,3.0
The dog lives,4.0
The dialogue,3.0
The black plague,5.0
The best love story ever put on film.,1.0
The bees,5.0
The beast,2.5
The action,4.0
The acting,4.0
The World's Last Super Hero,3.5
The Whole Tromeo & Juliet Threw Me Off But Thank Gawd They Didn't Talk Like Bill The Spear Shaker,2.0
The Who,4.25
The Wachowskis,5.0
The Velvet Underground,4.0
The Up Series,2.8
The United States of America,3.0
The Trolley Song,4.0
The Thick of It,4.0
The Tenant,5.0
The Start,5.0
The Shoah,3.6
The Shining meets Home Alone,3.5
The Sheik,4.0
The Series Was Better,3.25
The Second Renaissance 1 & 2,4.0
The Saint (series),4.0
"The Rocks ""finest"" work need I say more?",2.5
The Rock not rocking,3.5
The Rock,3.6470588235294117
The Ritz Brothers,4.0
The Ramones,4.0
The Rainbow Connection,4.0
The Power Of The P,1.0
The Plimsouls,4.5
The Pirate Bay,4.5
The Passion of the Being Tortured (2004),2.0
The New York Times,3.5
The Movie,4.0
The Mother Of Connect-The-Dots  Flix (Grand Canyon/Crash/ETC),3.5
The Middle,5.0
The Melancholy of Resistance,4.0
The Media,3.75
The Matrix-corny,4.0
The Maltese Falcon,4.0
The Magic Roundabout,3.0
The Lone Ranger,3.0
The Knife,3.0
The Jacket,2.5
The Internet,2.0
The Hughes Brothers,3.0
The Great Escape,4.0
The Graduate,5.0
The GZA,2.0
The Final Cut,2.5
The Exorcist,4.5
The Entertainer,4.5
The End,2.875
The Empire,1.0
The Edge,4.333333333333333
The Director Should be given a grammy,3.0
The Director Should Be Be Shot...In The Mouth!,2.5
The Depression,3.0
The Decalogue series,4.0
The Cuteness,2.5
The Crazy Babysitter Twins,2.5833333333333335
The Clash,1.0
The Chosen One,3.4523809523809526
The Chemical Brothers,3.625
The Bronx,5.0
The Body,4.75
The Best!,4.0
The Beatles (NOT!),5.0
The Beatles,3.92
The Basterds,4.5
The Band,4.0
The Avengers,3.111111111111111
The Asylum,4.4
The Alps,2.5
The Afterlife,4.25
The 5-Second Rule Never Applies Near Animals Or In Zoos,5.0
The,4.0
That's my stapler,4.0
That it makes you think in the end.,3.5
Thanksgiving,3.1153846153846154
Thandie Newton,3.2777777777777777
Thanatos!,5.0
Thailand,3.0454545454545454
Thai original,3.5
Thai,3.5
Thaddeus O'Sullivan,3.5
Texas,3.373134328358209
Texan,4.0
Teuvo Tulio,3.375
Tetsuya Nomura,4.0
Tetsuya Nakashima,3.5
Tetsuro Tanba,2.5
Tetris,2.5
Tess Panzer,3.0
Tess Harper,4.5
Terry Zwigoff,3.611111111111111
Terry Sanders,3.0
Terry Pratchett,3.75
Terry O. Morse,2.0
Terry McDonough,3.5
Terry Lennon,2.5
Terry Kiser,4.0
Terry Kinney,5.0
Terry Jones,3.227272727272727
Terry Hughes,4.5
Terry Gilliam,3.4627329192546585
Terry George,3.875
Terry Funk,3.5
Terry Bradshaw,3.5
Terry Benedict,5.0
Terrorism,4.0
Terrific story,3.0
Terrific cast,4.0
Terrific Cast,3.3333333333333335
Terrible fight scenes,4.0
Terrible fight choreography,5.0
Terrible Terrible,4.5
Terrible On All Counts,3.0
Terrible Choices by Characters,4.5
Terrible Acting,2.5
Terrible,4.25
Terrence Malick,3.66
Terrence Howard,3.7
Terrebonnne Parish,5.0
Terrance Zdunich,3.5
Terminator,2.0
Terminal Illness,4.0
Teri Polo,3.375
Teri Hatcher,4.0
Teri Garr,1.25
Teresa Wright,3.5
Teresa Palmer,3.5
Terence Young,3.2
Terence Stamp,3.3333333333333335
Terence Nance,5.0
Terence Hill,4.0
Terence Fisher,2.5
Terence Davies,4.0
Teodoro Maniaci,4.5
Tense.,3.75
Tense,3.176470588235294
Tensai Okamura,2.0
Tennessee Williams,3.265625
Tennessee,2.4
Tennesse Williams,4.0
Tengiz Abuladze,4.0
Ten Commandments,3.0
Temple,3.0
Telly Savalas,4.416666666666667
Teller,5.0
Television Industry,3.0
Telepathy,4.0
Tel Aviv,3.0
Teinosuke Kinugasa,2.5
Teiji Ito,5.0
"Tehran, Iran",3.0
Tehran,3.8333333333333335
Teens,2.3333333333333335
Teenmovie,3.5
Teenagers,1.8333333333333333
Teenage Witch,3.5
Teen movie,3.532967032967033
Teen Pregnancy,3.75
Teen Induced Angst Overdose,4.25
Teen,2.5
Tedious,4.0
Teddy Newton,1.0
Teddy Bear,3.5
Teddy Award,3.5833333333333335
Ted Wilde,3.5
Ted Tetzlaff,2.0
Ted Prior,3.0
Ted Post,3.3333333333333335
Ted Ludzik,2.5
Ted Kotcheff,3.3
Ted Knight,3.5
Ted Demme,3.8
Ted Danson,3.2857142857142856
Ted Berman,2.5
Technology,3.75
Technirama,3.642857142857143
Technique,3.0
Technicolor,4.0
Technical Retarded,5.0
Teary Eyed,3.0
Tears of Happiness,1.0
Tearjerker,3.6
Tear jerker,1.0
Teamwork,3.875
Team Work,4.5
Teacher,3.5
Te-Sheng Wei,3.0
TchÃ©ky Karyo was not the casting director for this movie,3.5
TchÃ©ky Karyo does not star in this movie,4.5
TchÃ©ky Karyo did not direct this movie,3.5
TchÃ©ky Karyo,3.0
Taylor Wong,4.25
Taylor Swift,3.0
Taylor Momsen,3.0
Taylor Mead,4.0
Taylor Lautner,3.625
Taylor Kitsch,3.0
Taylor Hackford,3.4
Taylor Geare,5.0
Taye Diggs,3.9166666666666665
Tay Garnett,3.0
Taxi hijacked,5.0
Tavernier,3.5
Tatyana Arntgolts,4.0
Tatum O'Neal,4.5
Tatum McCann,4.0
Tatsuya Nakadai,3.0833333333333335
Tatsuya Nagamine,4.0
Tatsuo Sato,3.0
Tatiana Maslany,4.5
Tate Taylor,3.5
Tate Donovan,1.5
Taryn Manning,5.0
Tartars,4.0
Tarsem Singh,3.5
Tarsem,3.0
Tarkovsky,3.3333333333333335
Target,4.0
Tarantinos best,4.0
Tarantino like,5.0
Tarantino,3.5505050505050506
Taraneh Alidoosti,5.0
Taraji P. Henson,4.0
Tara Reid,3.4166666666666665
Tara Fitzgerald,3.0
Tara Buckman,4.5
Taoism,3.0
Tanzania,0.5
Tanvi Ganesh Lonkar,3.0
Tanks,3.0
Tania Raymonde,2.0
Tanay Chheda,4.5
Tana Schembori,3.0
Tamsin Egerton,2.5
Tamra Davis,3.8333333333333335
Tampere,4.0
Tampa FL,3.0
Tammy Grimes,4.0
Tamlyn Tomita,1.5
Tamiya Terashima,4.5
Tamara Jenkins,3.5
Talya Lavie,4.0
Talulah Riley,3.5
Tallahassee Regal,4.0
Talks too much.,3.5
Talking Babies,2.8333333333333335
Talisa Soto,3.0
Taliesin Jaffe,4.0
Taliban,3.0
Talia Shire,1.8333333333333333
Tales,3.75
Talal Derki,2.0
Takumi Furukawa,3.5
Takeya Nakamura,1.0
Takeshi Nozue,4.5
Takeshi Koike,3.0
Takeshi Kitano,3.536231884057971
Takeshi Kaneshiro,3.227272727272727
Takeshi Definitely Beat This Genre To The Ground,4.0
Take a great story and destroy is was the motto for this film.,4.0
Takashi Yamazaki,3.0
Takashi Shimura,3.659090909090909
Takashi Shimizu,5.0
Takashi Nomura,4.0
Takashi Miike,3.4383561643835616
Takashi Koizumi,5.0
Takashi Ishii,5.0
Takao Osawa,2.0
Takao Okawara,3.5
Takako Matsu,4.5
Takahiro Ômori,5.0
Taj Mahal (singer),4.0
Taiwan,3.6
Taipei,4.25
Tailoring Would Be Back In Style If More Women Appreciated Clothes In THAT Way!,4.0
Taika Waititi,4.333333333333333
Taika Cohen,3.0
Tahir Rahim,3.0
Tahar Rahim,3.8
Tage Danielsson,3.5
Tag,3.6666666666666665
Tae-Yong Kim,4.0
Tadeusz Konwicki,4.0
Tadeusz Chmielewski,2.5
Tadanobu Asano,3.8076923076923075
Tad Stones,4.0
Tacos and Beer,0.5
Tacones lejanos,4.0
Tabu,2.75
TX,3.5
TWINS AND LOOKALIKES,4.25
TWENTYSOMETHING LIFE,3.5
TV-MA,4.5
TV-G,4.5
TV show,3.4375
TV series,2.9516129032258065
TV movie,4.0
TV miniseries,3.7333333333333334
TV Series,3.0
TV Movie,4.0
TV,3.8125
TSPDT Top 1000,3.909090909090909
TRIUMPH OF THE HUMAN SPIRIT,3.0
TREASURE HUNTS,4.5
TREACHEROUS SPOUSES,2.9375
TRAPPED OR CONFINED,3.603448275862069
TRAITOROUS SPIES/DOUBLE AGENTS,4.5
TRADING BODIES,5.0
TOYS COME TO LIFE,3.375
TOTALITARIAN STATES,3.6666666666666665
TOSTON,2.75
TOO much violence,2.5
TOO much going on,4.0
TOO SEE,3.0
TOO LONG,4.125
TOGA,4.5
TOBIAS FUNKE CAMEO,3.0
TNMT,4.0
TMNT,3.0
TIME TRAVEL,3.5
TIME SLEEPERS,5.0
TIFF Top 30 of the 2000s,3.6052631578947367
THRILL CRIME,4.0
THIS is the nicely acted story with some good moments,2.0
THEATER,3.8421052631578947
THE CHAIR!!!!!!!,4.0
TE_CONTINUACIO,3.8333333333333335
TERRORISM,3.4444444444444446
TERROR IN THE WATER,4.0
TERRIBLE SCRIPTING,3.75
TECHNOLOGY RUN AMOK,2.6666666666666665
TEACHERS AND STUDENTS,4.055555555555555
TAMING THE WEST,4.0
TAG,3.5
T.J. Miller,3.5
T.J. Martin,2.0
T.C. Stallings,3.5
T. Hee,3.0
T-X,3.0
T&A movie,4.0
T&A,3.3
T in the Park,2.5
T X,5.0
Søren Balle,4.0
Sönke Wortmann,3.5
SÃ¶nke Wortmann,3.0
SÃ©bastien Huberdeau,3.0
Syrup chugging,3.125
Syria,5.0
Syracuse University,4.0
Synthesizer,3.5
Synth pop,3.0
Sympathy for the Devil,1.75
Symbollic,3.0
Symbolism,1.0
Symbolic,1.0
Sylwester Checinski,5.0
Sylvia Sims,3.5
Sylvia Plath life and suicide,5.0
Sylvia Miles,4.0
Sylvia,1.5
Sylvester Stallone,3.45
Sylvain White,4.5
Sylvain Estibal,5.0
Sylvain Chomet,3.6666666666666665
Sydney Pollack;,4.0
Sydney Pollack,3.5925925925925926
Sydney Greenstreet,4.333333333333333
Sydney,3.7
Swords & Sandals,4.5
Sword should have broke,5.0
Sword Fight,4.0
Sword And Fantasy,4.0
Sword,4.0
Swoosie Kurtz,1.0
Switzerland,3.8333333333333335
Swiss bank,4.5
Swing and a miss,2.0
Swing and a Miss,4.666666666666667
Swiftmobile,3.0
Sweet thriller,4.5
Sweet boobs,3.5
Sweet,3.5
Swedish,3.8285714285714287
Sweden,3.6379310344827585
Swearing,2.5
Swaziland,4.0
Swashbuckler,3.5
Swan Lake,2.0
Swahili,1.0
Swabian,1.0
Sven-Bertil Taube,4.333333333333333
Sven's to see list,3.810344827586207
Sven's favorite films,4.0
Suzy Kendall,5.0
Suzuki Matsuo,1.5
Suzanne Pleshette,3.0
Suzanna Hamilton,5.0
Sut Jhally,2.0
Susumu Kurobe,3.0
Susumu Hirasawa,2.6666666666666665
Suspension of disbelief required,3.25
Suspenseful,2.75
Suspense,3.8660714285714284
Susie Essman,3.5
Susanne Rostock,2.5
Susanne Bier,3.7
Susanna White,3.25
